Unnamed: 0,timestamp,meter_reading,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_speed,wind_direction_sin,wind_direction_cos,air_temperature1,hour
3388,2016-05-21 04:00:00,244.357,25.0,0.0,20.6,0.0,1018.6,1.5,-0.8660254037844386,0.5000000000000001,0.0,4
3389,2016-05-21 05:00:00,260.738,23.9,0.0,20.6,0.0,1018.2,4.1,-0.7660444431189781,0.6427876096865393,-1.1000000000000014,5
3390,2016-05-21 06:00:00,247.769,23.3,8.0,20.6,0.0,1017.7,1.5,-0.9396926207859082,-0.3420201433256694,-0.5999999999999979,6
3391,2016-05-21 07:00:00,253.23,22.8,0.0,21.1,5.0,1015.1,5.1,0.4999999999999999,-0.8660254037844387,-0.5,7
3392,2016-05-21 08:00:00,273.024,22.8,0.0,21.1,0.0,1015.0,2.1,1.2246467991473532e-16,-1.0,0.0,8
3393,2016-05-21 09:00:00,314.66,22.8,0.0,21.1,0.0,1015.1,0.0,0.0,1.0,0.0,9
3394,2016-05-21 10:00:00,311.93,23.3,0.0,21.7,0.0,1015.9,0.0,0.0,1.0,0.5,10
3395,2016-05-21 11:00:00,302.374,22.2,0.0,21.1,0.0,1016.1,0.0,0.0,1.0,-1.1000000000000014,11
3396,2016-05-21 12:00:00,301.692,23.3,6.0,21.1,0.0,1016.6,0.0,0.0,1.0,1.1000000000000014,12
3397,2016-05-21 13:00:00,300.327,25.0,0.0,21.7,0.0,1017.2,2.6,-0.984807753012208,-0.1736481776669303,1.6999999999999993,13
3398,2016-05-21 14:00:00,293.501,26.1,0.0,21.7,0.0,1017.6,3.1,-1.0,-1.8369701987210294e-16,1.1000000000000014,14
3399,2016-05-21 15:00:00,292.818,26.7,0.0,21.1,0.0,1017.5,3.1,-0.984807753012208,-0.1736481776669303,0.5999999999999979,15
3400,2016-05-21 16:00:00,294.866,27.8,0.0,20.6,0.0,1017.5,4.1,-0.984807753012208,-0.1736481776669303,1.1000000000000014,16
3401,2016-05-21 17:00:00,309.2,28.3,0.0,20.6,0.0,1016.8,2.1,-1.0,-1.8369701987210294e-16,0.5,17
3402,2016-05-21 18:00:00,302.374,30.0,6.0,20.6,0.0,1016.0,5.1,-0.6427876096865393,-0.766044443118978,1.6999999999999993,18
3403,2016-05-21 19:00:00,306.469,30.0,0.0,20.6,0.0,1015.2,5.1,-0.9396926207859084,0.3420201433256681,0.0,19
3404,2016-05-21 20:00:00,235.483,32.2,4.0,20.0,0.0,1014.2,6.7,-0.9396926207859084,0.3420201433256681,2.200000000000003,20
3405,2016-05-21 21:00:00,242.30900000000003,31.7,4.0,18.3,0.0,1013.6,5.7,-0.9396926207859084,0.3420201433256681,-0.5000000000000036,21
3406,2016-05-21 22:00:00,244.357,31.7,2.0,18.3,0.0,1013.4,5.1,-0.984807753012208,0.1736481776669299,0.0,22
3407,2016-05-21 23:00:00,255.96,30.6,2.0,17.2,0.0,1013.1,6.2,-1.0,-1.8369701987210294e-16,-1.099999999999998,23
3408,2016-05-22 00:00:00,251.182,28.9,2.0,17.2,0.0,1013.6,4.1,-0.9396926207859084,0.3420201433256681,-1.7000000000000028,0
3409,2016-05-22 01:00:00,264.151,26.7,2.0,17.8,0.0,1014.1,2.1,-0.984807753012208,0.1736481776669299,-2.1999999999999997,1
3410,2016-05-22 02:00:00,245.039,25.6,0.0,17.8,0.0,1014.7,2.6,-1.0,-1.8369701987210294e-16,-1.099999999999998,2
3411,2016-05-22 03:00:00,253.23,25.0,2.0,18.3,0.0,1014.9,2.6,-0.984807753012208,-0.1736481776669303,-0.6000000000000014,3
3412,2016-05-22 04:00:00,252.547,24.4,2.0,18.9,0.0,1014.8,3.6,-0.984807753012208,0.1736481776669299,-0.6000000000000014,4
3413,2016-05-22 05:00:00,251.182,23.9,0.0,19.4,0.0,1014.3,1.5,-0.984807753012208,-0.1736481776669303,-0.5,5
3414,2016-05-22 06:00:00,252.547,22.8,0.0,19.4,0.0,1014.1,2.1,-1.0,-1.8369701987210294e-16,-1.099999999999998,6
3415,2016-05-22 07:00:00,241.626,22.2,0.0,20.0,0.0,1013.7,2.6,-0.984807753012208,-0.1736481776669303,-0.6000000000000014,7
3416,2016-05-22 08:00:00,322.168,22.8,0.0,20.6,0.0,1013.4,2.1,-1.0,-1.8369701987210294e-16,0.6000000000000014,8
3417,2016-05-22 09:00:00,303.73900000000003,22.2,2.0,20.6,0.0,1012.8,2.1,-1.0,-1.8369701987210294e-16,-0.6000000000000014,9
3418,2016-05-22 10:00:00,308.517,21.7,0.0,20.6,0.0,1013.0,2.1,-0.3420201433256686,-0.9396926207859084,-0.5,10
3419,2016-05-22 11:00:00,307.152,22.2,0.0,21.1,0.0,1013.3,2.6,-0.8660254037844385,-0.5000000000000004,0.5,11
3420,2016-05-22 12:00:00,302.374,23.3,6.0,21.7,0.0,1013.7,2.6,-0.9396926207859082,-0.3420201433256694,1.1000000000000014,12
3421,2016-05-22 13:00:00,305.10400000000004,25.0,0.0,21.7,0.0,1013.4,3.6,-0.9396926207859084,0.3420201433256681,1.6999999999999993,13
3422,2016-05-22 14:00:00,312.613,27.8,4.0,20.6,0.0,1013.5,4.6,-0.8660254037844386,0.5000000000000001,2.8000000000000007,14
3423,2016-05-22 15:00:00,255.278,28.3,4.0,20.0,0.0,1013.3,5.1,-0.9396926207859084,0.3420201433256681,0.5,15
3424,2016-05-22 16:00:00,227.975,29.4,4.0,18.9,0.0,1012.8,5.7,-0.9396926207859084,0.3420201433256681,1.099999999999998,16
3425,2016-05-22 17:00:00,238.21400000000003,30.6,0.0,18.3,0.0,1012.2,5.7,-0.984807753012208,0.1736481776669299,1.2000000000000028,17
3426,2016-05-22 18:00:00,241.626,31.1,4.0,17.2,0.0,1011.6,7.7,-0.9396926207859084,0.3420201433256681,0.5,18
3427,2016-05-22 19:00:00,254.595,31.7,4.0,16.1,0.0,1011.1,6.2,-0.984807753012208,0.1736481776669299,0.5999999999999979,19
3428,2016-05-22 20:00:00,247.769,31.7,4.0,14.4,0.0,1010.7,9.3,-0.984807753012208,0.1736481776669299,0.0,20
3429,2016-05-22 21:00:00,258.69,31.1,0.0,13.3,0.0,1010.4,8.2,-0.9396926207859084,0.3420201433256681,-0.5999999999999979,21
3430,2016-05-22 22:00:00,254.595,30.0,0.0,13.3,0.0,1010.8,7.7,-0.9396926207859084,0.3420201433256681,-1.1000000000000014,22
3431,2016-05-22 23:00:00,268.92900000000003,28.9,0.0,13.9,0.0,1011.0,6.7,-0.984807753012208,0.1736481776669299,-1.1000000000000014,23
3432,2016-05-23 00:00:00,237.531,26.7,6.0,14.4,0.0,1011.5,7.2,-0.984807753012208,0.1736481776669299,-2.1999999999999997,0
3433,2016-05-23 01:00:00,239.579,25.6,0.0,15.6,0.0,1011.8,5.1,-0.8660254037844386,0.5000000000000001,-1.099999999999998,1
3434,2016-05-23 02:00:00,236.848,24.4,0.0,15.0,0.0,1012.2,3.6,-0.9396926207859084,0.3420201433256681,-1.2000000000000028,2
3435,2016-05-23 03:00:00,234.118,24.4,0.0,15.6,0.0,1012.6,6.2,-0.8660254037844386,0.5000000000000001,0.0,3
3436,2016-05-23 04:00:00,229.34,23.9,0.0,15.6,0.0,1013.1,3.6,-0.9396926207859084,0.3420201433256681,-0.5,4
3437,2016-05-23 05:00:00,206.133,23.3,0.0,16.7,0.0,1013.4,2.6,-0.5000000000000004,0.8660254037844384,-0.5999999999999979,5
3438,2016-05-23 06:00:00,216.372,22.8,8.0,16.7,0.0,1013.2,1.5,-0.8660254037844386,0.5000000000000001,-0.5,6
3439,2016-05-23 07:00:00,221.149,21.7,0.0,17.2,0.0,1012.4,0.0,0.0,1.0,-1.1000000000000014,7
3440,2016-05-23 08:00:00,266.199,21.1,0.0,17.2,0.0,1012.1,1.5,-0.984807753012208,0.1736481776669299,-0.5999999999999979,8
3441,2016-05-23 09:00:00,241.626,21.1,0.0,17.2,0.0,1012.2,0.0,0.0,1.0,0.0,9
3442,2016-05-23 10:00:00,240.261,21.1,4.0,17.8,0.0,1012.6,1.5,-0.6427876096865396,0.7660444431189778,0.0,10
3443,2016-05-23 11:00:00,248.452,20.6,2.0,17.2,0.0,1013.6,0.0,0.0,1.0,-0.5,11
3444,2016-05-23 12:00:00,224.562,22.8,2.0,18.3,0.0,1013.8,0.0,0.0,1.0,2.1999999999999997,12
3445,2016-05-23 13:00:00,229.34,25.0,2.0,18.3,0.0,1014.2,2.6,0.1736481776669303,0.984807753012208,2.1999999999999997,13
3446,2016-05-23 14:00:00,227.293,26.7,2.0,17.2,0.0,1014.4,2.1,0.8660254037844386,0.5000000000000001,1.6999999999999993,14
3447,2016-05-23 15:00:00,230.705,27.2,4.0,16.1,0.0,1014.7,2.1,0.3988447184556943,-0.9170184788541602,0.5,15
3448,2016-05-23 16:00:00,239.579,27.2,4.0,15.0,0.0,1014.7,3.1,-2.4492935982947064e-16,1.0,0.0,16
3449,2016-05-23 17:00:00,238.21400000000003,28.9,4.0,15.6,0.0,1014.3,4.1,-0.5000000000000004,0.8660254037844384,1.6999999999999993,17
3450,2016-05-23 18:00:00,236.166,28.9,4.0,13.9,0.0,1014.1,1.5,0.9396926207859084,-0.3420201433256687,0.0,18
3451,2016-05-23 19:00:00,247.769,30.6,4.0,13.9,0.0,1013.5,3.6,-0.8660254037844386,0.5000000000000001,1.7000000000000028,19
3452,2016-05-23 20:00:00,242.30900000000003,30.0,4.0,12.8,0.0,1013.1,1.5,0.3988447184556943,-0.9170184788541602,-0.6000000000000014,20
3453,2016-05-23 21:00:00,229.34,30.0,4.0,13.9,0.0,1012.7,0.0,0.0,1.0,0.0,21
3454,2016-05-23 22:00:00,221.149,30.6,4.0,13.9,0.0,1012.6,0.0,0.0,1.0,0.6000000000000014,22
3455,2016-05-23 23:00:00,224.562,27.8,4.0,16.7,0.0,1013.2,6.2,0.9396926207859084,0.3420201433256688,-2.8000000000000007,23
3456,2016-05-24 00:00:00,223.197,26.1,4.0,15.6,0.0,1014.1,6.2,0.9396926207859084,0.3420201433256688,-1.6999999999999993,0
3457,2016-05-24 01:00:00,232.753,25.0,4.0,15.6,0.0,1014.9,4.6,0.9396926207859084,0.3420201433256688,-1.1000000000000014,1
3458,2016-05-24 02:00:00,212.276,23.9,2.0,15.6,0.0,1015.8,4.1,0.984807753012208,0.1736481776669304,-1.1000000000000014,2
3459,2016-05-24 03:00:00,215.689,23.3,2.0,16.1,0.0,1016.5,2.1,0.984807753012208,0.1736481776669304,-0.5999999999999979,3
3460,2016-05-24 04:00:00,215.689,22.8,4.0,16.1,0.0,1017.0,2.1,0.9396926207859084,0.3420201433256688,-0.5,4
3461,2016-05-24 05:00:00,214.324,22.8,2.0,16.1,0.0,1017.0,2.1,0.766044443118978,0.6427876096865394,0.0,5
3462,2016-05-24 06:00:00,217.737,22.8,4.0,16.7,0.0,1016.7,2.1,0.8660254037844386,0.5000000000000001,0.0,6
3463,2016-05-24 07:00:00,240.944,22.8,4.0,17.2,0.0,1016.4,2.1,0.8660254037844386,0.5000000000000001,0.0,7
3464,2016-05-24 08:00:00,256.643,21.7,2.0,17.2,0.0,1016.3,2.1,0.984807753012208,0.1736481776669304,-1.1000000000000014,8
3465,2016-05-24 09:00:00,244.357,21.7,2.0,17.2,0.0,1016.5,2.6,0.984807753012208,0.1736481776669304,0.0,9
3466,2016-05-24 10:00:00,317.39,21.1,2.0,17.2,0.0,1016.5,3.1,0.984807753012208,0.1736481776669304,-0.5999999999999979,10
3467,2016-05-24 11:00:00,320.803,22.2,4.0,17.8,0.0,1017.3,2.6,0.9396926207859084,0.3420201433256688,1.099999999999998,11
3468,2016-05-24 12:00:00,303.057,23.9,4.0,18.3,0.0,1017.7,3.1,0.984807753012208,0.1736481776669304,1.6999999999999993,12
3469,2016-05-24 13:00:00,296.914,26.1,4.0,19.4,0.0,1018.5,4.6,0.984807753012208,-0.1736481776669303,2.200000000000003,13
3470,2016-05-24 14:00:00,284.628,27.8,2.0,19.4,0.0,1019.0,4.6,0.9396926207859084,-0.3420201433256687,1.6999999999999993,14
3471,2016-05-24 15:00:00,245.722,27.8,4.0,19.4,0.0,1019.3,5.1,0.984807753012208,-0.1736481776669303,0.0,15
3472,2016-05-24 16:00:00,258.69,30.0,4.0,19.4,0.0,1019.5,5.1,0.8660254037844387,-0.4999999999999998,2.1999999999999997,16
3473,2016-05-24 17:00:00,245.722,30.0,2.0,18.9,0.0,1019.4,4.1,0.984807753012208,-0.1736481776669303,0.0,17
3474,2016-05-24 18:00:00,259.373,30.0,6.0,18.3,0.0,1019.3,6.2,0.984807753012208,-0.1736481776669303,0.0,18
3475,2016-05-24 19:00:00,222.515,26.7,0.0,18.3,0.0,1019.6,8.8,0.9396926207859084,0.3420201433256688,-3.3000000000000007,19
3476,2016-05-24 20:00:00,226.61,26.1,0.0,17.2,0.0,1020.2,6.7,0.9396926207859084,-0.3420201433256687,-0.5999999999999979,20
3477,2016-05-24 21:00:00,219.102,26.7,0.0,15.6,0.0,1019.6,7.7,1.0,6.123233995736766e-17,0.5999999999999979,21
3478,2016-05-24 22:00:00,212.276,27.8,4.0,15.0,0.0,1019.6,6.7,0.984807753012208,-0.1736481776669303,1.1000000000000014,22
3479,2016-05-24 23:00:00,221.832,27.2,4.0,13.3,0.0,1019.7,7.7,0.984807753012208,-0.1736481776669303,-0.6000000000000014,23
3480,2016-05-25 00:00:00,208.863,26.1,4.0,13.9,0.0,1019.6,5.1,0.984807753012208,-0.1736481776669303,-1.099999999999998,0
3481,2016-05-25 01:00:00,215.006,24.4,2.0,14.4,0.0,1020.3,4.1,0.984807753012208,-0.1736481776669303,-1.7000000000000028,1
3482,2016-05-25 02:00:00,223.197,22.8,0.0,15.0,0.0,1020.9,2.6,1.0,6.123233995736766e-17,-1.599999999999998,2
3483,2016-05-25 03:00:00,212.276,22.8,2.0,15.6,0.0,1021.6,2.6,1.0,6.123233995736766e-17,0.0,3
3484,2016-05-25 04:00:00,214.324,21.7,2.0,15.6,0.0,1022.1,1.5,0.984807753012208,0.1736481776669304,-1.1000000000000014,4
3485,2016-05-25 05:00:00,215.006,21.1,0.0,15.6,0.0,1021.7,2.1,0.984807753012208,0.1736481776669304,-0.5999999999999979,5
3486,2016-05-25 06:00:00,211.594,21.7,2.0,16.1,0.0,1021.4,1.5,0.984807753012208,0.1736481776669304,0.5999999999999979,6
3487,2016-05-25 07:00:00,233.436,21.1,4.0,16.1,0.0,1021.3,1.5,0.984807753012208,0.1736481776669304,-0.5999999999999979,7
3488,2016-05-25 08:00:00,265.516,21.1,2.0,16.7,0.0,1021.3,1.5,0.9396926207859084,0.3420201433256688,0.0,8
3489,2016-05-25 09:00:00,253.23,21.1,0.0,17.2,0.0,1021.3,2.1,0.9396926207859084,0.3420201433256688,0.0,9
3490,2016-05-25 10:00:00,269.611,20.6,0.0,17.2,0.0,1021.2,2.1,0.984807753012208,-0.1736481776669303,-0.5,10
3491,2016-05-25 11:00:00,258.69,21.1,4.0,17.2,0.0,1021.9,2.1,0.8660254037844386,0.5000000000000001,0.5,11
3492,2016-05-25 12:00:00,273.024,23.3,2.0,18.3,0.0,1022.3,2.1,1.0,6.123233995736766e-17,2.1999999999999997,12
3493,2016-05-25 13:00:00,258.008,25.6,2.0,17.8,0.0,1023.0,4.6,0.9396926207859084,-0.3420201433256687,2.3000000000000007,13
3494,2016-05-25 14:00:00,264.833,27.2,2.0,17.2,0.0,1023.2,4.6,0.984807753012208,-0.1736481776669303,1.599999999999998,14
3495,2016-05-25 15:00:00,255.96,28.3,2.0,17.8,0.0,1023.2,3.6,0.8660254037844387,-0.4999999999999998,1.1000000000000014,15
3496,2016-05-25 16:00:00,258.69,30.6,2.0,13.9,0.0,1023.3,4.1,1.0,6.123233995736766e-17,2.3000000000000007,16
3497,2016-05-25 17:00:00,253.912,31.1,2.0,12.2,0.0,1023.1,6.2,1.0,6.123233995736766e-17,0.5,17
3498,2016-05-25 18:00:00,252.547,30.6,4.0,11.1,0.0,1022.8,5.7,1.0,6.123233995736766e-17,-0.5,18
3499,2016-05-25 19:00:00,218.419,30.6,4.0,11.1,0.0,1022.2,5.1,1.0,6.123233995736766e-17,0.0,19
3500,2016-05-25 20:00:00,219.784,30.0,4.0,12.8,0.0,1021.7,6.7,0.9396926207859084,-0.3420201433256687,-0.6000000000000014,20
3501,2016-05-25 21:00:00,221.832,28.9,0.0,13.3,0.0,1021.7,6.2,0.9396926207859084,0.3420201433256688,-1.1000000000000014,21
3502,2016-05-25 22:00:00,195.895,28.9,4.0,12.8,0.0,1021.7,6.2,0.9396926207859084,-0.3420201433256687,0.0,22
3503,2016-05-25 23:00:00,187.704,27.8,2.0,12.8,0.0,1021.5,5.7,0.984807753012208,0.1736481776669304,-1.099999999999998,23
3504,2016-05-26 00:00:00,200.673,26.1,0.0,13.3,0.0,1021.7,4.1,0.984807753012208,0.1736481776669304,-1.6999999999999993,0
3505,2016-05-26 01:00:00,197.26,24.4,0.0,14.4,0.0,1021.9,4.1,0.984807753012208,0.1736481776669304,-1.7000000000000028,1
3506,2016-05-26 02:00:00,201.355,22.8,0.0,15.0,0.0,1021.9,3.1,1.0,6.123233995736766e-17,-1.599999999999998,2
3507,2016-05-26 03:00:00,210.911,22.2,0.0,15.6,0.0,1022.4,1.5,0.984807753012208,0.1736481776669304,-0.6000000000000014,3
3508,2016-05-26 04:00:00,204.768,21.7,0.0,15.6,0.0,1022.5,1.5,0.8660254037844386,0.5000000000000001,-0.5,4
3509,2016-05-26 05:00:00,209.546,21.7,0.0,15.6,0.0,1022.4,3.1,0.766044443118978,0.6427876096865394,0.0,5
3510,2016-05-26 06:00:00,215.006,21.1,0.0,15.6,0.0,1022.0,2.6,0.4999999999999999,0.8660254037844387,-0.5999999999999979,6
3511,2016-05-26 07:00:00,202.038,20.6,0.0,15.6,0.0,1021.3,1.5,0.8660254037844386,0.5000000000000001,-0.5,7
3512,2016-05-26 08:00:00,236.848,20.0,0.0,15.6,0.0,1021.2,2.1,0.984807753012208,0.1736481776669304,-0.6000000000000014,8
3513,2016-05-26 09:00:00,73.0339,19.4,0.0,15.6,0.0,1021.0,2.1,0.984807753012208,-0.1736481776669303,-0.6000000000000014,9
3514,2016-05-26 10:00:00,182.926,19.4,2.0,15.6,0.0,1021.1,1.5,-0.3420201433256686,0.9396926207859084,0.0,10
3515,2016-05-26 11:00:00,185.656,20.0,2.0,15.6,0.0,1020.8,1.5,0.4999999999999999,0.8660254037844387,0.6000000000000014,11
3516,2016-05-26 12:00:00,184.974,22.8,2.0,16.1,0.0,1020.4,2.6,0.9396926207859084,0.3420201433256688,2.8000000000000007,12
3517,2016-05-26 13:00:00,188.387,25.0,2.0,16.1,0.0,1021.1,3.6,0.8660254037844386,0.5000000000000001,2.1999999999999997,13
3518,2016-05-26 14:00:00,185.656,26.7,4.0,16.1,0.0,1021.4,3.1,0.8660254037844386,0.5000000000000001,1.6999999999999993,14
3519,2016-05-26 15:00:00,184.291,27.2,4.0,16.1,0.0,1021.1,3.1,0.1736481776669303,0.984807753012208,0.5,15
3520,2016-05-26 16:00:00,189.069,28.3,4.0,16.1,0.0,1020.6,5.7,0.3420201433256687,0.9396926207859084,1.1000000000000014,16
3521,2016-05-26 17:00:00,191.117,28.9,4.0,15.6,0.0,1020.2,5.1,0.766044443118978,0.6427876096865394,0.5999999999999979,17
3522,2016-05-26 18:00:00,182.24400000000003,29.4,6.0,14.4,0.0,1019.6,7.2,0.8660254037844386,0.5000000000000001,0.5,18
3523,2016-05-26 19:00:00,183.609,30.0,0.0,13.3,0.0,1019.3,6.2,0.984807753012208,0.1736481776669304,0.6000000000000014,19
3524,2016-05-26 20:00:00,174.735,30.0,0.0,13.3,0.0,1018.6,5.7,0.766044443118978,0.6427876096865394,0.0,20
3525,2016-05-26 21:00:00,171.32299999999998,30.0,0.0,13.3,0.0,1018.3,6.2,0.8660254037844386,0.5000000000000001,0.0,21
3526,2016-05-26 22:00:00,166.545,28.9,4.0,15.6,0.0,1017.7,6.7,0.8660254037844386,0.5000000000000001,-1.1000000000000014,22
3527,2016-05-26 23:00:00,167.227,27.2,2.0,14.4,0.0,1017.9,6.7,0.8660254037844386,0.5000000000000001,-1.6999999999999993,23
3528,2016-05-27 00:00:00,169.275,26.1,2.0,13.9,0.0,1017.8,4.6,0.984807753012208,0.1736481776669304,-1.099999999999998,0
3529,2016-05-27 01:00:00,177.46599999999998,24.4,2.0,16.1,0.0,1018.2,4.1,0.984807753012208,0.1736481776669304,-1.7000000000000028,1
3530,2016-05-27 02:00:00,193.165,22.8,2.0,16.1,0.0,1018.7,3.1,0.9396926207859084,0.3420201433256688,-1.599999999999998,2
3531,2016-05-27 03:00:00,182.24400000000003,23.3,0.0,16.7,0.0,1018.8,3.1,0.9396926207859084,0.3420201433256688,0.5,3
3532,2016-05-27 04:00:00,189.069,23.3,0.0,17.2,0.0,1018.9,4.6,0.6427876096865393,0.766044443118978,0.0,4
3533,2016-05-27 05:00:00,206.816,23.3,0.0,17.2,0.0,1018.4,4.6,0.766044443118978,0.6427876096865394,0.0,5
3534,2016-05-27 06:00:00,200.673,22.8,6.0,16.7,0.0,1017.7,1.5,0.3420201433256687,0.9396926207859084,-0.5,6
3535,2016-05-27 07:00:00,197.26,22.8,0.0,17.8,0.0,1016.8,3.1,0.766044443118978,0.6427876096865394,0.0,7
3536,2016-05-27 08:00:00,172.005,22.8,0.0,18.3,0.0,1016.7,2.6,0.9396926207859084,0.3420201433256688,0.0,8
3537,2016-05-27 09:00:00,169.958,22.2,0.0,18.3,0.0,1016.4,2.1,0.9396926207859084,0.3420201433256688,-0.6000000000000014,9
3538,2016-05-27 10:00:00,180.879,21.7,2.0,18.3,0.0,1016.5,2.6,0.8660254037844386,0.5000000000000001,-0.5,10
3539,2016-05-27 11:00:00,183.609,21.7,2.0,18.3,0.0,1016.9,3.1,0.9396926207859084,0.3420201433256688,0.0,11
3540,2016-05-27 12:00:00,181.561,23.9,2.0,18.3,0.0,1017.3,3.6,0.8660254037844386,0.5000000000000001,2.1999999999999997,12
3541,2016-05-27 13:00:00,181.561,25.6,2.0,18.3,0.0,1017.4,4.1,0.8660254037844386,0.5000000000000001,1.7000000000000028,13
3542,2016-05-27 14:00:00,182.24400000000003,26.1,4.0,17.8,0.0,1017.7,3.6,0.766044443118978,0.6427876096865394,0.5,14
3543,2016-05-27 15:00:00,178.831,27.2,4.0,16.7,0.0,1017.8,3.6,0.9396926207859084,0.3420201433256688,1.099999999999998,15
3544,2016-05-27 16:00:00,176.101,30.0,4.0,17.2,0.0,1017.7,3.6,0.4999999999999999,0.8660254037844387,2.8000000000000007,16
3545,2016-05-27 17:00:00,179.513,30.0,0.0,17.8,0.0,1017.1,5.1,0.9396926207859084,0.3420201433256688,0.0,17
3546,2016-05-27 18:00:00,178.831,29.4,6.0,17.8,0.0,1016.5,6.2,0.984807753012208,0.1736481776669304,-0.6000000000000014,18
3547,2016-05-27 19:00:00,176.101,30.6,0.0,17.8,0.0,1015.8,6.7,0.8660254037844386,0.5000000000000001,1.2000000000000028,19
3548,2016-05-27 20:00:00,176.783,29.4,0.0,17.8,0.0,1015.4,6.2,0.984807753012208,0.1736481776669304,-1.2000000000000028,20
3549,2016-05-27 21:00:00,176.101,28.3,0.0,18.3,0.0,1015.2,5.7,0.984807753012208,0.1736481776669304,-1.099999999999998,21
3550,2016-05-27 22:00:00,174.735,27.8,0.0,18.3,0.0,1015.0,6.2,0.984807753012208,0.1736481776669304,-0.5,22
3551,2016-05-27 23:00:00,175.418,26.7,0.0,19.4,0.0,1014.8,3.6,0.9396926207859084,0.3420201433256688,-1.1000000000000014,23
3552,2016-05-28 00:00:00,178.831,26.1,6.0,18.9,0.0,1015.3,5.1,0.8660254037844386,0.5000000000000001,-0.5999999999999979,0
3553,2016-05-28 01:00:00,181.561,25.0,2.0,18.9,0.0,1015.4,3.6,0.9396926207859084,0.3420201433256688,-1.1000000000000014,1
3554,2016-05-28 02:00:00,184.291,24.4,0.0,19.4,0.0,1015.9,4.1,0.766044443118978,0.6427876096865394,-0.6000000000000014,2
3555,2016-05-28 03:00:00,195.212,23.9,0.0,19.4,0.0,1016.3,3.1,0.8660254037844386,0.5000000000000001,-0.5,3
3556,2016-05-28 04:00:00,197.26,23.3,2.0,19.4,0.0,1016.5,3.1,0.8660254037844386,0.5000000000000001,-0.5999999999999979,4
3557,2016-05-28 05:00:00,206.816,22.8,2.0,19.4,0.0,1016.2,2.6,0.3420201433256687,0.9396926207859084,-0.5,5
3558,2016-05-28 06:00:00,210.228,22.8,2.0,20.0,0.0,1015.9,2.1,0.4999999999999999,0.8660254037844387,0.0,6
3559,2016-05-28 07:00:00,197.26,22.2,2.0,19.4,0.0,1015.4,2.6,0.1736481776669303,0.984807753012208,-0.6000000000000014,7
3560,2016-05-28 08:00:00,172.688,21.7,2.0,19.4,0.0,1015.0,3.1,0.4999999999999999,0.8660254037844387,-0.5,8
3561,2016-05-28 09:00:00,171.32299999999998,21.7,0.0,19.4,0.0,1015.1,1.5,0.766044443118978,0.6427876096865394,0.0,9
3562,2016-05-28 10:00:00,173.37,21.7,2.0,19.4,0.0,1015.6,0.0,0.0,1.0,0.0,10
3563,2016-05-28 11:00:00,174.735,21.7,2.0,19.4,0.0,1016.2,1.5,-0.3420201433256686,0.9396926207859084,0.0,11
