,timestamp,site_id,building_id,meter,meter_reading,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
82,2016-01-04 10:00:00,0,0,0,0.0,Education,7432,2008.0,,10.0,0.0,4.4,0.0,1014.2,320.0,5.7
83,2016-01-04 11:00:00,0,0,0,0.0,Education,7432,2008.0,,10.0,0.0,4.4,0.0,1014.4,340.0,3.1
84,2016-01-04 12:00:00,0,0,0,0.0,Education,7432,2008.0,,9.4,6.0,4.4,0.0,1015.3,320.0,5.1
85,2016-01-04 13:00:00,0,0,0,0.0,Education,7432,2008.0,,8.9,4.0,3.9,0.0,1016.2,320.0,4.1
86,2016-01-04 14:00:00,0,0,0,0.0,Education,7432,2008.0,,11.1,2.0,2.2,0.0,1016.7,320.0,4.6
87,2016-01-04 15:00:00,0,0,0,0.0,Education,7432,2008.0,,13.3,4.0,2.2,0.0,1017.3,330.0,6.2
88,2016-01-04 16:00:00,0,0,0,0.0,Education,7432,2008.0,,15.6,2.0,1.1,0.0,1016.9,330.0,3.6
89,2016-01-04 17:00:00,0,0,0,0.0,Education,7432,2008.0,,15.6,0.0,-0.6,0.0,1016.8,320.0,4.1
90,2016-01-04 18:00:00,0,0,0,0.0,Education,7432,2008.0,,17.2,0.0,-1.7,0.0,1016.0,310.0,5.1
91,2016-01-04 19:00:00,0,0,0,0.0,Education,7432,2008.0,,17.8,0.0,-0.6,0.0,1015.3,300.0,4.6
92,2016-01-04 20:00:00,0,0,0,0.0,Education,7432,2008.0,,17.8,0.0,-1.7,0.0,1015.6,300.0,5.7
93,2016-01-04 21:00:00,0,0,0,0.0,Education,7432,2008.0,,17.8,0.0,-0.6,0.0,1016.0,300.0,5.7
94,2016-01-04 22:00:00,0,0,0,0.0,Education,7432,2008.0,,17.8,0.0,-1.1,0.0,1016.5,320.0,3.6
95,2016-01-04 23:00:00,0,0,0,0.0,Education,7432,2008.0,,14.4,0.0,2.2,0.0,1017.4,320.0,2.6
96,2016-01-05 00:00:00,0,0,0,0.0,Education,7432,2008.0,,13.3,0.0,3.9,0.0,1017.9,20.0,4.6
97,2016-01-05 01:00:00,0,0,0,0.0,Education,7432,2008.0,,13.3,0.0,4.4,0.0,1019.0,30.0,7.7
98,2016-01-05 02:00:00,0,0,0,0.0,Education,7432,2008.0,,12.2,0.0,6.1,0.0,1020.4,30.0,5.1
99,2016-01-05 03:00:00,0,0,0,0.0,Education,7432,2008.0,,11.1,2.0,6.7,0.0,1021.0,360.0,4.1
100,2016-01-05 04:00:00,0,0,0,0.0,Education,7432,2008.0,,11.7,0.0,6.1,0.0,1021.2,360.0,5.7
101,2016-01-05 05:00:00,0,0,0,0.0,Education,7432,2008.0,,10.6,0.0,6.1,0.0,1021.3,350.0,4.1
102,2016-01-05 06:00:00,0,0,0,0.0,Education,7432,2008.0,,10.0,0.0,6.1,0.0,1020.9,360.0,4.1
103,2016-01-05 07:00:00,0,0,0,0.0,Education,7432,2008.0,,10.6,0.0,6.1,0.0,1020.9,360.0,4.6
104,2016-01-05 08:00:00,0,0,0,0.0,Education,7432,2008.0,,10.6,0.0,6.7,0.0,1020.8,360.0,5.1
105,2016-01-05 09:00:00,0,0,0,0.0,Education,7432,2008.0,,10.0,0.0,6.7,0.0,1021.5,360.0,4.6
106,2016-01-05 10:00:00,0,0,0,0.0,Education,7432,2008.0,,10.6,0.0,6.7,0.0,1022.2,360.0,4.6
107,2016-01-05 11:00:00,0,0,0,0.0,Education,7432,2008.0,,11.1,0.0,6.7,0.0,1022.5,10.0,5.1
108,2016-01-05 12:00:00,0,0,0,0.0,Education,7432,2008.0,,11.7,2.0,7.8,0.0,1023.1,20.0,7.2
109,2016-01-05 13:00:00,0,0,0,0.0,Education,7432,2008.0,,12.2,4.0,7.8,0.0,1023.7,10.0,6.7
110,2016-01-05 14:00:00,0,0,0,0.0,Education,7432,2008.0,,13.9,2.0,7.8,0.0,1024.4,10.0,8.8
111,2016-01-05 15:00:00,0,0,0,0.0,Education,7432,2008.0,,15.6,4.0,8.9,0.0,1024.7,30.0,5.7
112,2016-01-05 16:00:00,0,0,0,0.0,Education,7432,2008.0,,18.9,0.0,9.4,0.0,1024.7,50.0,8.8
113,2016-01-05 17:00:00,0,0,0,0.0,Education,7432,2008.0,,19.4,4.0,8.3,0.0,1024.8,40.0,8.8
114,2016-01-05 18:00:00,0,0,0,0.0,Education,7432,2008.0,,20.0,6.0,7.8,0.0,1023.9,30.0,7.7
115,2016-01-05 19:00:00,0,0,0,0.0,Education,7432,2008.0,,20.0,0.0,5.6,0.0,1023.2,50.0,6.7
116,2016-01-05 20:00:00,0,0,0,0.0,Education,7432,2008.0,,18.9,0.0,8.9,0.0,1023.3,60.0,7.7
117,2016-01-05 21:00:00,0,0,0,0.0,Education,7432,2008.0,,17.8,0.0,7.8,0.0,1023.4,50.0,8.8
118,2016-01-05 22:00:00,0,0,0,0.0,Education,7432,2008.0,,17.2,0.0,8.3,0.0,1024.0,60.0,7.2
119,2016-01-05 23:00:00,0,0,0,0.0,Education,7432,2008.0,,16.7,0.0,8.9,0.0,1024.1,40.0,6.7
120,2016-01-06 00:00:00,0,0,0,0.0,Education,7432,2008.0,,16.1,8.0,9.4,0.0,1024.6,50.0,6.2
121,2016-01-06 01:00:00,0,0,0,0.0,Education,7432,2008.0,,16.1,0.0,9.4,0.0,1025.2,50.0,5.7
122,2016-01-06 02:00:00,0,0,0,0.0,Education,7432,2008.0,,15.6,0.0,10.0,0.0,1025.8,10.0,6.2
123,2016-01-06 03:00:00,0,0,0,0.0,Education,7432,2008.0,,15.0,0.0,10.6,0.0,1025.9,40.0,4.6
124,2016-01-06 04:00:00,0,0,0,0.0,Education,7432,2008.0,,13.9,0.0,10.0,0.0,1025.2,10.0,4.6
125,2016-01-06 05:00:00,0,0,0,0.0,Education,7432,2008.0,,13.9,0.0,10.0,0.0,1024.9,20.0,5.7
126,2016-01-06 06:00:00,0,0,0,0.0,Education,7432,2008.0,,13.3,8.0,11.7,0.0,1023.9,360.0,4.6
127,2016-01-06 07:00:00,0,0,0,0.0,Education,7432,2008.0,,13.3,0.0,11.7,0.0,1023.5,360.0,4.1
128,2016-01-06 08:00:00,0,0,0,0.0,Education,7432,2008.0,,13.9,0.0,12.2,0.0,1022.7,350.0,5.7
129,2016-01-06 09:00:00,0,0,0,0.0,Education,7432,2008.0,,13.9,0.0,11.7,0.0,1023.0,340.0,3.1
130,2016-01-06 10:00:00,0,0,0,0.0,Education,7432,2008.0,,13.3,0.0,11.7,0.0,1022.1,10.0,5.1
131,2016-01-06 11:00:00,0,0,0,0.0,Education,7432,2008.0,,13.9,0.0,12.8,0.0,1022.5,350.0,3.6
132,2016-01-06 12:00:00,0,0,0,0.0,Education,7432,2008.0,,14.4,8.0,13.3,0.0,1022.5,340.0,5.7
133,2016-01-06 13:00:00,0,0,0,0.0,Education,7432,2008.0,,14.4,0.0,13.3,0.0,1022.7,350.0,4.6
134,2016-01-06 14:00:00,0,0,0,0.0,Education,7432,2008.0,,12.8,0.0,11.7,3.0,1023.2,330.0,4.6
135,2016-01-06 15:00:00,0,0,0,0.0,Education,7432,2008.0,,13.9,0.0,12.8,3.0,1023.5,350.0,4.6
136,2016-01-06 16:00:00,0,0,0,0.0,Education,7432,2008.0,,15.0,0.0,13.3,0.0,1023.3,340.0,4.6
137,2016-01-06 17:00:00,0,0,0,0.0,Education,7432,2008.0,,17.2,0.0,14.4,0.0,1021.8,360.0,6.2
138,2016-01-06 18:00:00,0,0,0,0.0,Education,7432,2008.0,,19.4,6.0,15.6,0.0,1020.2,20.0,5.7
139,2016-01-06 19:00:00,0,0,0,0.0,Education,7432,2008.0,,20.0,0.0,15.6,0.0,1019.0,10.0,6.2
140,2016-01-06 20:00:00,0,0,0,0.0,Education,7432,2008.0,,21.1,0.0,13.9,0.0,1018.3,30.0,7.2
141,2016-01-06 21:00:00,0,0,0,0.0,Education,7432,2008.0,,18.9,0.0,15.0,0.0,1018.0,350.0,8.2
142,2016-01-06 22:00:00,0,0,0,0.0,Education,7432,2008.0,,17.2,0.0,13.9,0.0,1018.6,350.0,6.2
143,2016-01-06 23:00:00,0,0,0,0.0,Education,7432,2008.0,,16.1,0.0,14.4,0.0,1018.5,360.0,6.7
144,2016-01-07 00:00:00,0,0,0,0.0,Education,7432,2008.0,,15.6,8.0,13.9,0.0,1019.0,360.0,6.7
145,2016-01-07 01:00:00,0,0,0,0.0,Education,7432,2008.0,,15.6,0.0,13.3,0.0,1019.0,360.0,7.7
146,2016-01-07 02:00:00,0,0,0,0.0,Education,7432,2008.0,,15.0,0.0,13.3,0.0,1019.6,360.0,6.7
147,2016-01-07 03:00:00,0,0,0,0.0,Education,7432,2008.0,,14.4,0.0,13.3,0.0,1019.5,360.0,5.1
148,2016-01-07 04:00:00,0,0,0,0.0,Education,7432,2008.0,,14.4,0.0,13.3,0.0,1019.5,340.0,5.1
149,2016-01-07 05:00:00,0,0,0,0.0,Education,7432,2008.0,,14.4,0.0,13.3,0.0,1018.9,340.0,4.6
150,2016-01-07 06:00:00,0,0,0,0.0,Education,7432,2008.0,,14.4,8.0,13.3,0.0,1018.4,330.0,4.1
151,2016-01-07 07:00:00,0,0,0,0.0,Education,7432,2008.0,,14.4,0.0,13.3,0.0,1018.0,340.0,4.1
152,2016-01-07 08:00:00,0,0,0,0.0,Education,7432,2008.0,,13.9,0.0,13.3,0.0,1017.4,340.0,4.1
153,2016-01-07 09:00:00,0,0,0,0.0,Education,7432,2008.0,,13.9,0.0,13.3,0.0,1016.7,360.0,3.6
154,2016-01-07 10:00:00,0,0,0,0.0,Education,7432,2008.0,,13.9,0.0,13.3,0.0,1016.4,350.0,3.6
155,2016-01-07 11:00:00,0,0,0,0.0,Education,7432,2008.0,,14.4,0.0,13.9,0.0,1016.4,350.0,4.1
156,2016-01-07 12:00:00,0,0,0,0.0,Education,7432,2008.0,,14.4,8.0,13.9,0.0,1016.9,360.0,3.6
157,2016-01-07 13:00:00,0,0,0,0.0,Education,7432,2008.0,,14.4,0.0,13.9,0.0,1017.2,360.0,4.6
158,2016-01-07 14:00:00,0,0,0,0.0,Education,7432,2008.0,,15.0,0.0,13.9,0.0,1017.7,360.0,4.6
159,2016-01-07 15:00:00,0,0,0,0.0,Education,7432,2008.0,,15.0,0.0,13.9,0.0,1018.3,10.0,4.1
160,2016-01-07 16:00:00,0,0,0,0.0,Education,7432,2008.0,,17.2,0.0,13.9,0.0,1018.3,350.0,2.6
161,2016-01-07 17:00:00,0,0,0,0.0,Education,7432,2008.0,,18.3,0.0,14.4,0.0,1017.2,320.0,2.6
162,2016-01-07 18:00:00,0,0,0,0.0,Education,7432,2008.0,,19.4,6.0,15.0,0.0,1015.9,350.0,4.6
163,2016-01-07 19:00:00,0,0,0,0.0,Education,7432,2008.0,,21.1,4.0,15.6,0.0,1014.9,156.49402390438246,2.1
164,2016-01-07 20:00:00,0,0,0,0.0,Education,7432,2008.0,,22.8,0.0,15.6,0.0,1014.1,156.49402390438246,1.5
165,2016-01-07 21:00:00,0,0,0,0.0,Education,7432,2008.0,,22.2,0.0,15.0,0.0,1013.4,30.0,2.6
166,2016-01-07 22:00:00,0,0,0,0.0,Education,7432,2008.0,,21.1,0.0,15.0,0.0,1013.8,60.0,2.6
167,2016-01-07 23:00:00,0,0,0,0.0,Education,7432,2008.0,,20.6,0.0,14.4,0.0,1014.2,80.0,2.1
168,2016-01-08 00:00:00,0,0,0,0.0,Education,7432,2008.0,,19.4,8.0,15.0,0.0,1014.7,80.0,2.6
169,2016-01-08 01:00:00,0,0,0,0.0,Education,7432,2008.0,,17.8,0.0,15.6,0.0,1015.1,80.0,3.1
170,2016-01-08 02:00:00,0,0,0,0.0,Education,7432,2008.0,,16.7,0.0,15.0,0.0,1015.8,70.0,3.1
171,2016-01-08 03:00:00,0,0,0,0.0,Education,7432,2008.0,,16.1,0.0,15.0,0.0,1017.988377974485,30.0,3.6
172,2016-01-08 04:00:00,0,0,0,0.0,Education,7432,2008.0,,15.6,0.0,15.0,0.0,1015.4,90.0,2.6
173,2016-01-08 05:00:00,0,0,0,0.0,Education,7432,2008.0,,15.6,9.0,15.0,0.0,1014.8,100.0,2.1
174,2016-01-08 06:00:00,0,0,0,0.0,Education,7432,2008.0,,15.6,8.0,15.0,0.0,1013.8,90.0,2.6
175,2016-01-08 07:00:00,0,0,0,0.0,Education,7432,2008.0,,15.6,0.0,15.0,0.0,1013.4,90.0,2.1
176,2016-01-08 08:00:00,0,0,0,0.0,Education,7432,2008.0,,15.6,0.0,15.6,0.0,1013.9,0.0,0.0
177,2016-01-08 09:00:00,0,0,0,0.0,Education,7432,2008.0,,15.6,0.0,15.0,0.0,1013.5,0.0,0.0
178,2016-01-08 10:00:00,0,0,0,0.0,Education,7432,2008.0,,15.6,0.0,15.6,0.0,1013.3,0.0,0.0
179,2016-01-08 11:00:00,0,0,0,0.0,Education,7432,2008.0,,15.6,0.0,15.0,10.0,1013.4,80.0,3.1
180,2016-01-08 12:00:00,0,0,0,0.0,Education,7432,2008.0,,15.6,8.0,15.6,8.0,1013.3,120.0,2.1
181,2016-01-08 13:00:00,0,0,0,0.0,Education,7432,2008.0,,16.1,0.0,15.6,5.0,1013.4,160.0,2.6
182,2016-01-08 14:00:00,0,0,0,0.0,Education,7432,2008.0,,16.7,0.0,16.1,0.0,1014.5,180.0,3.6
183,2016-01-08 15:00:00,0,0,0,0.0,Education,7432,2008.0,,17.2,0.0,16.1,3.0,1014.6,130.0,2.6
184,2016-01-08 16:00:00,0,0,0,0.0,Education,7432,2008.0,,17.8,0.0,16.1,0.0,1014.5,0.0,0.0
185,2016-01-08 17:00:00,0,0,0,0.0,Education,7432,2008.0,,17.8,0.0,16.7,20.0,1013.8,0.0,0.0
186,2016-01-08 18:00:00,0,0,0,0.0,Education,7432,2008.0,,18.3,8.0,17.2,33.0,1012.6,140.0,4.1
187,2016-01-08 19:00:00,0,0,0,0.0,Education,7432,2008.0,,20.0,0.0,17.8,0.0,1017.988377974485,160.0,2.1
188,2016-01-08 20:00:00,0,0,0,0.0,Education,7432,2008.0,,20.6,0.0,17.8,0.0,1011.8,0.0,0.0
189,2016-01-08 21:00:00,0,0,0,0.0,Education,7432,2008.0,,22.2,0.0,18.3,0.0,1011.5,40.0,1.5
190,2016-01-08 22:00:00,0,0,0,0.0,Education,7432,2008.0,,21.7,0.0,18.3,0.0,1012.2,330.0,1.5
191,2016-01-08 23:00:00,0,0,0,0.0,Education,7432,2008.0,,20.6,0.0,17.8,0.0,1012.4,10.0,2.1
192,2016-01-09 00:00:00,0,0,0,0.0,Education,7432,2008.0,,19.4,6.0,17.8,0.0,1012.7,30.0,4.6
193,2016-01-09 01:00:00,0,0,0,0.0,Education,7432,2008.0,,18.3,0.0,17.2,0.0,1013.0,40.0,4.1
194,2016-01-09 02:00:00,0,0,0,0.0,Education,7432,2008.0,,17.2,2.0,16.1,0.0,1013.4,30.0,4.6
195,2016-01-09 03:00:00,0,0,0,0.0,Education,7432,2008.0,,16.7,4.0,15.6,0.0,1013.3,30.0,3.1
196,2016-01-09 04:00:00,0,0,0,0.0,Education,7432,2008.0,,16.1,0.0,15.0,0.0,1013.1,10.0,2.1
197,2016-01-09 05:00:00,0,0,0,0.0,Education,7432,2008.0,,15.0,0.0,14.4,0.0,1012.9,350.0,2.1
198,2016-01-09 06:00:00,0,0,0,0.0,Education,7432,2008.0,,15.0,8.0,14.4,0.0,1012.6,10.0,2.1
199,2016-01-09 07:00:00,0,0,0,0.0,Education,7432,2008.0,,14.4,0.0,13.9,0.0,1012.2,10.0,2.1
200,2016-01-09 08:00:00,0,0,0,0.0,Education,7432,2008.0,,14.4,0.0,13.9,0.0,1011.7,10.0,2.1
201,2016-01-09 09:00:00,0,0,0,0.0,Education,7432,2008.0,,15.0,0.0,15.0,0.0,1011.6,10.0,3.1
202,2016-01-09 10:00:00,0,0,0,0.0,Education,7432,2008.0,,15.0,0.0,14.4,0.0,1011.6,30.0,3.1
203,2016-01-09 11:00:00,0,0,0,0.0,Education,7432,2008.0,,15.0,9.0,15.0,0.0,1011.5,20.0,2.6
204,2016-01-09 12:00:00,0,0,0,0.0,Education,7432,2008.0,,15.0,9.0,15.0,0.0,1012.6,340.0,3.1
205,2016-01-09 13:00:00,0,0,0,0.0,Education,7432,2008.0,,15.6,9.0,15.0,0.0,1013.2,330.0,2.6
206,2016-01-09 14:00:00,0,0,0,0.0,Education,7432,2008.0,,15.6,9.0,15.6,0.0,1013.8,0.0,0.0
207,2016-01-09 15:00:00,0,0,0,0.0,Education,7432,2008.0,,16.1,9.0,16.1,0.0,1014.0,0.0,0.0
